C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),C4_FA (uM),C4_FA (uM)_sigma,C6_FA (uM),C6_FA (uM)_sigma,C8_FA (uM),C8_FA (uM)_sigma
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.1501804715980637,0.04573749710476839,0.2670160467423763,0.06288346519171606,30.312635368191422,11.350648478616408
