Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM)
5.996382714347493,0.00058402850050075,0.00022858420920103005,0.0002894644905736982,1.239683794986165e-05,1.1907339909664161e-05,1.6477357855163748e-07,1.5042175577650542e-09,7.847562914716489e-13
10.927070134221507,0.0024104135630825833,0.002015740445720345,0.007148133673870109,0.0010113747043379298,0.003467568436007376,0.0002294804724431163,9.938114268653857e-06,2.2868514386477395e-08
18.42328898718596,0.006018553810859096,0.007742741049827999,0.051166092363052675,0.015405794087720411,0.10712777066585472,0.019658656644703943,0.0020415217665028097,1.0748695763026643e-05
24.676903167637565,0.008538640942366905,0.012701432808087495,0.1049284300226368,0.04408014771949223,0.39187895216990926,0.11906623039884334,0.019133517457660915,0.0001542286948623895
32.66443793513404,0.010650597982248442,0.01708944321239079,0.15887042358838535,0.08674059290003572,0.8886056001739899,0.43906699108763897,0.11591817608406008,0.0015406588812433882
40.037524807090556,0.011924864347130762,0.019557443609115873,0.18833966933072305,0.11898437544037864,1.283062126896916,0.8978208082048047,0.34262166338264555,0.00671411556593641
52.448114061612024,0.01375121423172138,0.022493653069970587,0.2173937063136266,0.15490590385985925,1.6972771380823235,1.7804206859911766,1.011259959827165,0.030588835522711674
72.51630847215682,0.01738723037815491,0.027745712069465668,0.26257457847815,0.19490170510075558,2.1111625410661072,2.999359720447201,2.284587226187787,0.09761274833543059
96.58442807412595,0.022798630649002113,0.03572346832635845,0.33309499353977884,0.24755300261252183,2.661952029272338,4.168158354597412,3.5025141833595317,0.1745993716298301
149.5104032172522,0.03618077951879535,0.05568021010365917,0.5105852705717344,0.383938274420936,4.0144923873030764,6.428142559699481,5.2282376884699975,0.26825533634115273
