Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM)
4.67609288185544,0.0002920201094278323,7.60046677363903e-05,5.615180287488908e-05,1.2922872920157963e-06,6.286717446443024e-07,7.395653353923516e-09
10.641777360463315,0.0022819221351776517,0.0018566767440552855,0.00633725522204825,0.0008575198752073724,0.0028095475351942205,0.000357832512785725
14.154818519066865,0.003954043330428215,0.0042030766683372875,0.02094922808683567,0.004432489226641576,0.022548200198053855,0.0050188157524792675
20.262546406076027,0.006832953902642649,0.009281801146183,0.06661510607922688,0.022488852507896655,0.17124999347966446,0.06982891314167707
28.301328076025733,0.009593174199463742,0.014882589135338391,0.13111336371545995,0.06297811995841324,0.6051019269013389,0.45631781959365425
38.37897857520997,0.011598269940496628,0.01888123195805079,0.17937698959711396,0.109747847910796,1.1687919745641868,1.6394237071282136
52.7601954046953,0.013863809548958151,0.022454998922255644,0.214053120295779,0.1509272410757792,1.6454608216962527,3.9283195090162675
69.55142099756463,0.017256561372409513,0.027340972916357974,0.25583815807467664,0.1861233733898304,2.013633441107241,6.178229930675307
104.1309878225045,0.02566466197096733,0.03989163014395177,0.36841898082885627,0.27150406891781614,2.9167577514260947,9.604034515733819
150.0,0.03776542432300253,0.05797326560946966,0.5295182277293592,0.3968047507719295,4.153801669644096,13.07662706788944
