FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C4_FA (uM)_sigma,C6_FA (uM)_sigma,C8_FA (uM)_sigma,C10_FA (uM)_sigma,C12_FA (uM)_sigma,C14_FA (uM)_sigma,C12_FA_unsat (uM)_sigma,C14_FA_unsat (uM)_sigma
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.11387506503835931,0.2602868551309697,2.368450932724966,1.380638457441752,9.290677223043787,16.358071136236216,3.4178122834807465,7.431826011716643,0.02941631248490955,0.03885253589261809,0.2533349129273547,0.1553304657435208,1.0591766161935947,1.7261040151596152,0.3347568733756656,0.7467520657268701
1.0,0.1,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.03430193129351956,0.061445191388949515,0.5270694894897104,0.25631983300267686,3.2620153901993314,8.0973536182835,1.5599390038923806,5.834801585731127,0.014382584141297491,0.0165112062931644,0.06715441863608838,0.041742342872865525,0.30608052049567,0.8572275749505205,0.14530683220060117,0.5146871806437142
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,1.0,500.0,0.008803716437472013,0.045449049778388956,0.1996024947016559,0.08660579613998755,0.8319682998899843,4.883924136597838,0.876189155738497,4.127589780766185,0.01137739669936817,0.01209647038938961,0.028934891842305202,0.01808480860390629,0.09901685628581786,0.4734729473197696,0.08151722358057446,0.39000751446441884
1.0,1.0,1.0,1.0,1.0,10.0,0.1,1.0,1.0,500.0,10.0,500.0,1.5213534607477612,1.7195137538390368,14.071899333332137,4.477716880546833,12.153033803235552,4.233201032606012,6.053926745553662,2.4333855423322044,0.14635907732849082,0.20585630928452497,1.2209444944236176,0.5180841215938101,1.3260760722269582,0.3900536654272378,0.7639232793149678,0.2606750044326391
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,0.1,500.0,10.0,500.0,0.20654299627265044,0.2704586404572952,2.338988427039986,1.5643314326896933,14.35328326470478,22.819197176720266,0.5263808384969169,1.3143657730918819,0.028367445642399083,0.03723681331482908,0.2401717020713896,0.1785009665577251,1.279670577791149,2.2773756896002184,0.05989348461281865,0.1358594666699398
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,50.0,10.0,500.0,0.47626690903257235,0.5831449082640019,2.208344843942697,1.880863937153347,3.4059956887092357,1.1284632828311338,0.37987458384140066,0.15775101752776927,0.06350783241937706,0.0715860031399893,0.23293901800808425,0.20494148584968086,0.3766375408192336,0.11995460455841124,0.04964836334729769,0.025049233184180973
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,500.0,10.0,500.0,0.024148749672405406,0.018128005836347265,0.21076194449185484,0.1156743394961886,1.3581600580417157,23.513527996444143,0.39378244060688544,9.589771479115266,0.01157202617741478,0.01236455052737343,0.031643819815348403,0.02391011346007374,0.18382450044979948,2.762005683687008,0.05070286937600917,1.0091296551993336
