Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM),C18_FA_unsat (uM)
4.927180199222639,0.00033959905845542377,9.67949414185708e-05,8.057865304696995e-05,9.038378703009293e-07,5.188572153808033e-07,3.93224529710482e-09,1.9262715340812723e-11,5.6645353737017436e-15,6.07138714831238e-08,2.5824582377504175e-10,8.544549151346092e-13,1.4596971775208458e-15
11.27146703532059,0.00256110790489371,0.0022064099121201033,0.008158815751214368,0.000501738790571485,0.0018114330561982363,0.00012919576758455866,6.049595370268971e-06,1.5090623751059768e-08,0.00036660405511460166,1.4173860816910806e-05,3.8765403141979346e-07,5.670985329804378e-09
17.13118464039306,0.005349871169548711,0.006530275014507971,0.03993763272438496,0.00466455689483278,0.029658625595737318,0.0047952573458475275,0.00046180004858742234,2.2979993819850795e-06,0.008172111179631004,0.0007282161875270195,4.0923042004927234e-05,1.246540430914485e-06
22.06479202094509,0.007446374531509546,0.010492186121860843,0.07992454552996589,0.01318964850620559,0.10622994501308508,0.026541492013596193,0.0036984013770415543,2.6454854823724102e-05,0.03503979609414495,0.0049132946421012996,0.0004007007256276883,1.8169291514841626e-05
28.041920235840966,0.009345246450965508,0.014410392501784849,0.12652684713591048,0.028275393119659622,0.2665102946296997,0.0991679007820126,0.01986765848177196,0.0002038412904922768,0.10344741075172417,0.02210907071384128,0.0025649742756918585,0.00017314402877726483
37.65234689577594,0.011213635725153251,0.018296950501157965,0.175570087939253,0.054252551583593635,0.5727253477914341,0.34596724691686676,0.11332958251454218,0.0019175911309464563,0.26942116540195693,0.09708577898742644,0.017818932149996244,0.002050209937968408
46.946619566813155,0.012389650819769308,0.02043441348019307,0.1997196939077836,0.07417904644815497,0.8113772584738123,0.6899758176965509,0.3206470965998021,0.007882038923645349,0.4368627240444051,0.23105112357846938,0.059132157377291744,0.009934957383564397
59.25172678078695,0.013889395498232962,0.02270398950516966,0.22047927526703442,0.09223988558686032,1.014851184832297,1.1700009503463626,0.7310711788644458,0.02497445242267947,0.6112508893948,0.4709113504863549,0.16300120236816273,0.03807696190226121
76.9779008418234,0.016609812946626695,0.026596685161629587,0.2536316135671364,0.11128879941200547,1.214436773438869,1.7544650884752153,1.3669398505213635,0.06073625044591126,0.7748002020338322,0.844516098551191,0.37855524769022536,0.11646937191397384
111.61628528611628,0.023409798598972346,0.03660223643363173,0.341902442559316,0.15332609153024515,1.652391200969435,2.649324451750616,2.2980398140973515,0.12182956077265547,1.0247118519795246,1.4779905912604794,0.8098484686807416,0.31333141038681334
150.0,0.031937595693769506,0.04929085449205818,0.45455698448982385,0.21270585807757453,2.24493930827108,3.591860310960598,3.004737346660319,0.16016364587002296,1.3056909546968154,2.0491144898293,1.1670948608855758,0.4793275117796366
