Time (s),C16 Equivalents (uM)
72.0,6.039576580916697
144.0,12.778434605062486
216.0,17.863181730158658
288.0,21.772979411224117
360.0,24.86966645271226
432.0,27.385822084293306
504.0,29.47374753398009
576.0,31.235991723186615
648.0,32.743906092455795
720.0,34.048719448821544
