Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM)
4.574965104299741,0.0002739332198784657,6.858200207389982e-05,4.8153439071729154e-05,4.4670807114921237e-07,2.0703826987062152e-07,2.2748022251220583e-09,2.334903245602755e-08,1.443550794992366e-10
11.125786234246302,0.0024947094677073476,0.0021213926381095085,0.0077025952271142445,0.0004634876924928629,0.0016380534395507493,0.0002331878164964726,0.00032834095148520686,2.499628833058852e-05
17.762044268272266,0.005639144069047716,0.007046748367715911,0.04464130862978315,0.005485915662495561,0.0362426662655853,0.012220699506883839,0.01024935618894194,0.0018844689013326698
22.575088190519505,0.007629809010229246,0.010857973105531755,0.08398313476225527,0.014272268060521932,0.11694207556468167,0.058777566328147714,0.039164127702558865,0.010951134060451902
30.024839174153175,0.009802262699160636,0.015366383106894898,0.1383400218788059,0.03342924642413629,0.32537433612008815,0.27084476357883214,0.13187136448314674,0.0631739612202616
37.16439621810015,0.01109738704502386,0.018030274715189257,0.17160395608747914,0.05201257228701732,0.5457670823397033,0.6783060319405723,0.25398649334298773,0.18749666778085228
47.80852919393467,0.012474042638721431,0.020458930025870087,0.19822423741648026,0.07355860560558777,0.8032141470529358,1.5534465772154507,0.43659537958067984,0.526521903448273
59.82171172266528,0.014112332552221269,0.02285401842737387,0.21923212409292867,0.09011343046952,0.9888474127154827,2.5929885090390137,0.5979989540670347,1.0475210401410573
76.8552566042811,0.01712149383898583,0.02716613783979282,0.2559969387746439,0.10925796008671776,1.1912511964045578,3.798167596003191,0.7578639258795348,1.8087851904444343
110.13530319555917,0.024189268568987822,0.03767241389345362,0.3498294890753284,0.15435415626363871,1.6670630420124186,5.580215691351363,1.0279524238521105,3.0337730579764055
150.0,0.033378320396301744,0.051380294279574454,0.47196582877783716,0.22010043975051763,2.326487441103259,7.410729101182762,1.3441813836873744,4.137734130695518
